Code_commune_INSEE;Nom_commune;Code_postal;Ligne_5;Libellé_d_acheminement;Libell_d_acheminement;coordonnees_gps
17179;LES GONDS;17100;;LES GONDS;LES GONDS;45.7062633213,-0.60684737481
17183;GREZAC;17120;;GREZAC;GREZAC;45.6032269459,-0.83530051461
17187;GUITINIERES;17500;;GUITINIERES;GUITINIERES;45.443029378,-0.511210601117
17192;JARNAC CHAMPAGNE;17520;;JARNAC CHAMPAGNE;JARNAC CHAMPAGNE;45.5533573947,-0.405979459811
17196;JAZENNES;17260;;JAZENNES;JAZENNES;45.5828838035,-0.615889273247
17219;MARENNES HIERS BROUAGE;17320;BROUAGE;MARENNES HIERS BROUAGE;MARENNES HIERS BROUAGE;45.8221269588,-1.10929995315
17219;MARENNES HIERS BROUAGE;17320;MARENNES;MARENNES HIERS BROUAGE;MARENNES HIERS BROUAGE;45.8221269588,-1.10929995315
17225;LES MATHES;17570;;LES MATHES;LES MATHES;45.7059879117,-1.17086670363
17237;MOEZE;17780;;MOEZE;MOEZE;45.8887503165,-1.05150894917
17239;MONS;17160;;MONS;MONS;45.8060909657,-0.337202264129
17242;MONTILS;17800;;MONTILS;MONTILS;45.6577145022,-0.511550722755
17246;MORAGNE;17430;;MORAGNE;MORAGNE;45.9768256622,-0.797162979537
17247;MORNAC SUR SEUDRE;17113;;MORNAC SUR SEUDRE;MORNAC SUR SEUDRE;45.7079105893,-1.02132531485
17248;MORTAGNE SUR GIRONDE;17120;;MORTAGNE SUR GIRONDE;MORTAGNE SUR GIRONDE;45.4982547943,-0.777581892089
17256;NANTILLE;17770;;NANTILLE;NANTILLE;45.8614440922,-0.48338081833
17262;NIEUL LES SAINTES;17810;;NIEUL LES SAINTES;NIEUL LES SAINTES;45.7541162328,-0.745291406801
17265;NIEULLE SUR SEUDRE;17600;;NIEULLE SUR SEUDRE;NIEULLE SUR SEUDRE;45.7567012734,-1.02839049392
17268;NUAILLE SUR BOUTONNE;17470;;NUAILLE SUR BOUTONNE;NUAILLE SUR BOUTONNE;46.0168530348,-0.410350228438
17273;PERIGNAC;17800;;PERIGNAC;PERIGNAC;45.6367129971,-0.459608407894
17277;ESSOUVERT;17400;ST DENIS DU PIN;ESSOUVERT;ESSOUVERT;45.9951682951,-0.52001872758
17278;PISANY;17600;;PISANY;PISANY;45.7047969225,-0.794411464518
17279;PLASSAC;17240;;PLASSAC;PLASSAC;45.4510770094,-0.578865597012
17280;PLASSAY;17250;;PLASSAY;PLASSAY;45.8251164352,-0.728894727031
17289;PREGUILLAC;17460;;PREGUILLAC;PREGUILLAC;45.6684430786,-0.624175706556
17295;REAUX SUR TREFLE;17500;REAUX;REAUX SUR TREFLE;REAUX SUR TREFLE;45.4656327459,-0.380359644815
17296;RETAUD;17460;;RETAUD;RETAUD;45.6729776474,-0.729506627362
17308;ST AGNANT;17620;;ST AGNANT;ST AGNANT;45.8677929392,-0.952947405262
17313;ST BRIS DES BOIS;17770;;ST BRIS DES BOIS;ST BRIS DES BOIS;45.7690651719,-0.472533882609
17314;ST CESAIRE;17770;;ST CESAIRE;ST CESAIRE;45.7554033226,-0.490821600158
17318;ST CLEMENT DES BALEINES;17590;LE GILLIEUX;ST CLEMENT DES BALEINES;ST CLEMENT DES BALEINES;46.2363966414,-1.53823691013
17326;ST EUGENE;17520;;ST EUGENE;ST EUGENE;45.498090644,-0.274132847243
17329;ST FROULT;17780;;ST FROULT;ST FROULT;45.9134705375,-1.06195684494
17334;ST GEORGES DE LONGUEPIERRE;17470;;ST GEORGES DE LONGUEPIERRE;ST GEORGES DE LONGUEPIERRE;46.0423797576,-0.396872256026
17337;ST GEORGES D OLERON;17190;CHERAY;ST GEORGES D OLERON;ST GEORGES D OLERON;45.9762465553,-1.32432969206
17338;ST GEORGES DU BOIS;17700;;ST GEORGES DU BOIS;ST GEORGES DU BOIS;46.1500553419,-0.739061354783
17341;ST GERMAIN DE VIBRAC;17500;;ST GERMAIN DE VIBRAC;ST GERMAIN DE VIBRAC;45.4214033132,-0.327825347194
17344;ST HILAIRE DE VILLEFRANCHE;17770;LA FREDIERE;ST HILAIRE DE VILLEFRANCHE;ST HILAIRE DE VILLEFRANCHE;45.8589827004,-0.536045938535
17346;ST HIPPOLYTE;17430;;ST HIPPOLYTE;ST HIPPOLYTE;45.9198703097,-0.905117939333
17347;ST JEAN D ANGELY;17400;;ST JEAN D ANGELY;ST JEAN D ANGELY;45.9427172637,-0.519834100838
17348;ST JEAN D ANGLE;17620;;ST JEAN D ANGLE;ST JEAN D ANGLE;45.8311345147,-0.972275648087
17356;ST LOUP;17380;;ST LOUP;ST LOUP;45.9997627208,-0.647620851494
17357;ST MAIGRIN;17520;;ST MAIGRIN;ST MAIGRIN;45.4152024373,-0.278686157018
17375;ST NAZAIRE SUR CHARENTE;17780;;ST NAZAIRE SUR CHARENTE;ST NAZAIRE SUR CHARENTE;45.943056045,-1.0281857286
17379;ST PALAIS DE PHIOLIN;17800;;ST PALAIS DE PHIOLIN;ST PALAIS DE PHIOLIN;45.5151577125,-0.591464489682
17380;ST PALAIS SUR MER;17420;COURLAY SUR MER;ST PALAIS SUR MER;ST PALAIS SUR MER;45.6579754062,-1.10115118709
17385;ST PIERRE D OLERON;17310;LA COTINIERE;ST PIERRE D OLERON;ST PIERRE D OLERON;45.9396931461,-1.30530935595
17390;STE RAMEE;17240;;STE RAMEE;STE RAMEE;45.419274916,-0.664112168706
17391;ST ROGATIEN;17220;;ST ROGATIEN;ST ROGATIEN;46.1454739,-1.06187828787
17393;ST ROMAIN DE BENET;17600;;ST ROMAIN DE BENET;ST ROMAIN DE BENET;45.6918302258,-0.85616928455
17400;ST SEVER DE SAINTONGE;17800;;ST SEVER DE SAINTONGE;ST SEVER DE SAINTONGE;45.6909400588,-0.52078042473
17402;ST SIGISMOND DE CLERMONT;17240;;ST SIGISMOND DE CLERMONT;ST SIGISMOND DE CLERMONT;45.4476679047,-0.546072790481
17407;STE SOULLE;17220;LES GRANDES RIVIERES;STE SOULLE;STE SOULLE;46.1930484901,-1.01648335022
17408;ST SULPICE D ARNOULT;17250;;ST SULPICE D ARNOULT;ST SULPICE D ARNOULT;45.8161997833,-0.826983052585
17410;ST THOMAS DE CONAC;17150;;ST THOMAS DE CONAC;ST THOMAS DE CONAC;45.391750965,-0.699077246125
17415;SAINTES;17100;;SAINTES;SAINTES;45.7422300162,-0.649623035643
17418;SALIGNAC SUR CHARENTE;17800;;SALIGNAC SUR CHARENTE;SALIGNAC SUR CHARENTE;45.6692835871,-0.415946816258
17426;LE SEURE;17770;;LE SEURE;LE SEURE;45.792713341,-0.355583104704
17427;SIECQ;17490;;SIECQ;SIECQ;45.839849714,-0.190558367177
17428;SONNAC;17160;;SONNAC;SONNAC;45.8306131038,-0.282090626459
17433;SOUSMOULINS;17130;;SOUSMOULINS;SOUSMOULINS;45.3070848749,-0.327704818651
17435;TAILLANT;17350;;TAILLANT;TAILLANT;45.9017839657,-0.622044572982
17445;THEZAC;17600;;THEZAC;THEZAC;45.6764768852,-0.789153508281
17452;LA TREMBLADE;17390;RONCE LES BAINS;LA TREMBLADE;LA TREMBLADE;45.7595222262,-1.19070707014
17458;VANZAC;17500;;VANZAC;VANZAC;45.3586816198,-0.298855553768
17461;VAUX SUR MER;17640;;VAUX SUR MER;VAUX SUR MER;45.6448017664,-1.05853577703
17466;VERINES;17540;;VERINES;VERINES;46.1972486983,-0.972947355741
17472;VILLEDOUX;17230;;VILLEDOUX;VILLEDOUX;46.2434012234,-1.07321328867
17477;VILLIERS COUTURE;17510;;VILLIERS COUTURE;VILLIERS COUTURE;45.9838256674,-0.152059311199
17480;VIRSON;17290;;VIRSON;VIRSON;46.1388630308,-0.88461577185
17481;VOISSAY;17400;;VOISSAY;VOISSAY;45.9470700538,-0.602074440108
17483;YVES;17340;LES BOUCHOLEURS;YVES;YVES;46.0392686841,-1.03449244286
18008;ARCAY;18340;;ARCAY;ARCAY;46.9625352039,2.3359112711
18009;ARCOMPS;18200;;ARCOMPS;ARCOMPS;46.6760407934,2.42650950674
18012;ARGENVIERES;18140;;ARGENVIERES;ARGENVIERES;47.1407710364,2.99229956887
18023;BAUGY;18800;LAVERDINES;BAUGY;BAUGY;47.0713406909,2.71558067108
18032;BOULLERET;18240;;BOULLERET;BOULLERET;47.4322257963,2.88490125663
18034;BOUZAIS;18200;;BOUZAIS;BOUZAIS;46.704910988,2.47008751664
18036;BRINAY;18120;;BRINAY;BRINAY;47.1640449226,2.11235689619
18037;BRINON SUR SAULDRE;18410;;BRINON SUR SAULDRE;BRINON SUR SAULDRE;47.5685456102,2.2264194575
18039;BUE;18300;;BUE;BUE;47.3103309784,2.79357015319
18047;LA CHAPELLE D ANGILLON;18380;;LA CHAPELLE D ANGILLON;LA CHAPELLE D ANGILLON;47.3709734883,2.44003339096
18050;LA CHAPELLE ST URSIN;18570;;LA CHAPELLE ST URSIN;LA CHAPELLE ST URSIN;47.0576566337,2.31864168106
18054;CHARLY;18350;;CHARLY;CHARLY;46.9023025969,2.76293801009
18062;LE CHAUTAY;18150;;LE CHAUTAY;LE CHAUTAY;46.9852189195,2.9640713443
18070;CONCRESSAULT;18260;;CONCRESSAULT;CONCRESSAULT;47.4914771223,2.56973230744
18073;CORQUOY;18190;;CORQUOY;CORQUOY;46.8920009794,2.29746216707
18078;CREZANCAY SUR CHER;18190;;CREZANCAY SUR CHER;CREZANCAY SUR CHER;46.8142017646,2.34261889116
18079;CREZANCY EN SANCERRE;18300;;CREZANCY EN SANCERRE;CREZANCY EN SANCERRE;47.3043105708,2.74787668704
18081;CROSSES;18340;;CROSSES;CROSSES;47.0079967689,2.5680059159
18083;CULAN;18270;;CULAN;CULAN;46.5455100179,2.35583784131
18092;FARGES EN SEPTAINE;18800;;FARGES EN SEPTAINE;FARGES EN SEPTAINE;47.0658935028,2.64111638709
18095;FLAVIGNY;18350;;FLAVIGNY;FLAVIGNY;46.9616811492,2.80011813798
18099;GARIGNY;18140;;GARIGNY;GARIGNY;47.0876281649,2.88287839693
18102;GIVARDON;18600;;GIVARDON;GIVARDON;46.83317184,2.80822119538
18103;GRACAY;18310;;GRACAY;GRACAY;47.1408422625,1.85668822147
18108;LA GUERCHE SUR L AUBOIS;18150;;LA GUERCHE SUR L AUBOIS;LA GUERCHE SUR L AUBOIS;46.9518824158,2.94540320329
18113;IGNOL;18350;;IGNOL;IGNOL;46.9576245517,2.86419734171
18116;JALOGNES;18300;;JALOGNES;JALOGNES;47.2290743962,2.77827164434
18117;JARS;18260;;JARS;JARS;47.3912030155,2.66658069402
18118;JOUET SUR L AUBOIS;18320;;JOUET SUR L AUBOIS;JOUET SUR L AUBOIS;47.0454813599,3.00331831093
18122;LAPAN;18340;;LAPAN;LAPAN;46.9209106861,2.29549352585
18125;LERE;18240;;LERE;LERE;47.4660367439,2.8732698385
18128;LIMEUX;18120;;LIMEUX;LIMEUX;47.0765880688,2.12482425358
18129;LISSAY LOCHY;18340;;LISSAY LOCHY;LISSAY LOCHY;46.9742881367,2.38711520359
18131;LUGNY BOURBONNAIS;18350;;LUGNY BOURBONNAIS;LUGNY BOURBONNAIS;46.9350965146,2.70318159119
18133;LUNERY;18400;;LUNERY;LUNERY;46.9383928285,2.25765806502
18136;MARCAIS;18170;;MARCAIS;MARCAIS;46.6961285977,2.35313080489
18137;MAREUIL SUR ARNON;18290;;MAREUIL SUR ARNON;MAREUIL SUR ARNON;46.8786192829,2.16312700894
18140;MASSAY;18120;;MASSAY;MASSAY;47.1549090518,1.98560116565
18141;MEHUN SUR YEVRE;18500;;MEHUN SUR YEVRE;MEHUN SUR YEVRE;47.1356637883,2.22043045347
18148;MEREAU;18120;;MEREAU;MEREAU;47.1794168881,2.05220231898
18153;MORLAC;18170;;MORLAC;MORLAC;46.7269891169,2.31713642544
18162;NEUILLY EN SANCERRE;18250;;NEUILLY EN SANCERRE;NEUILLY EN SANCERRE;47.305628773,2.65561084881
18165;NEUVY SUR BARANGEON;18330;;NEUVY SUR BARANGEON;NEUVY SUR BARANGEON;47.3220132955,2.2713674082
18167;NOHANT EN GRACAY;18310;;NOHANT EN GRACAY;NOHANT EN GRACAY;47.1336454344,1.91231886836
18168;LE NOYER;18260;;LE NOYER;LE NOYER;47.3641996794,2.66561684391
18187;PREVERANGES;18370;;PREVERANGES;PREVERANGES;46.4533938495,2.25291754357
18190;QUINCY;18120;;QUINCY;QUINCY;47.1301375038,2.15620533706
18194;RIANS;18220;;RIANS;RIANS;47.184837825,2.6197112281
18197;ST AMAND MONTROND;18200;;ST AMAND MONTROND;ST AMAND MONTROND;46.726171431,2.52013626979
18201;ST CAPRAIS;18400;;ST CAPRAIS;ST CAPRAIS;46.9713797864,2.29866398637
18203;ST CHRISTOPHE LE CHAUDRY;18270;;ST CHRISTOPHE LE CHAUDRY;ST CHRISTOPHE LE CHAUDRY;46.5829439875,2.3889430213
18209;ST GEORGES DE POISIEUX;18200;;ST GEORGES DE POISIEUX;ST GEORGES DE POISIEUX;46.6832008459,2.4809860973
18211;ST GEORGES SUR MOULON;18110;;ST GEORGES SUR MOULON;ST GEORGES SUR MOULON;47.1855306923,2.42096610291
18212;ST GERMAIN DES BOIS;18340;;ST GERMAIN DES BOIS;ST GERMAIN DES BOIS;46.8892474462,2.45128555429
18216;ST HILAIRE EN LIGNIERES;18160;;ST HILAIRE EN LIGNIERES;ST HILAIRE EN LIGNIERES;46.7380344095,2.13022589921
18217;ST JEANVRIN;18370;;ST JEANVRIN;ST JEANVRIN;46.5964376118,2.2422951827
18228;ST OUTRILLE;18310;;ST OUTRILLE;ST OUTRILLE;47.1395164801,1.81121677425
18233;ST SATUR;18300;;ST SATUR;ST SATUR;47.3465019322,2.85418697553
18241;SANCERRE;18300;;SANCERRE;SANCERRE;47.3256994042,2.82156691385
18246;SAVIGNY EN SANCERRE;18240;;SAVIGNY EN SANCERRE;SAVIGNY EN SANCERRE;47.4437813454,2.7982040526
18248;SENNECAY;18340;;SENNECAY;SENNECAY;46.9523538586,2.43947669146
18250;SERRUELLES;18190;;SERRUELLES;SERRUELLES;46.8824777068,2.37986164458
18265;TORTERON;18320;;TORTERON;TORTERON;47.009472692,2.98349703012
18277;VERNEUIL;18210;;VERNEUIL;VERNEUIL;46.8209400192,2.60143793073
18282;VILLABON;18800;;VILLABON;VILLABON;47.1024871236,2.67863881659
18290;VOUZERON;18330;;VOUZERON;VOUZERON;47.2723604119,2.21589340689
19010;ARGENTAT SUR DORDOGNE;19320;ST BAZILE DE LA ROCHE;ARGENTAT SUR DORDOGNE;ARGENTAT SUR DORDOGNE;45.1011667634,1.93436308377
19010;ARGENTAT SUR DORDOGNE;19400;ARGENTAT;ARGENTAT SUR DORDOGNE;ARGENTAT SUR DORDOGNE;45.1011667634,1.93436308377
19019;BEAULIEU SUR DORDOGNE;19120;BRIVEZAC;BEAULIEU SUR DORDOGNE;BEAULIEU SUR DORDOGNE;44.9808198297,1.82767287912
19029;BRANCEILLES;19500;;BRANCEILLES;BRANCEILLES;45.0080597171,1.708482812
19033;BUGEAT;19170;;BUGEAT;BUGEAT;45.5900445661,1.93002669773
19034;CAMPS ST MATHURIN LEOBAZEL;19430;;CAMPS ST MATHURIN LEOBAZEL;CAMPS ST MATHURIN LEOBAZEL;44.9925849683,1.99504075347
19034;CAMPS ST MATHURIN LEOBAZEL;19430;ST MATHURIN LEOBAZEL;CAMPS ST MATHURIN LEOBAZEL;CAMPS ST MATHURIN LEOBAZEL;44.9925849683,1.99504075347
19042;CHANTEIX;19330;;CHANTEIX;CHANTEIX;45.3124205901,1.6226623783
19052;CHAVANAC;19290;;CHAVANAC;CHAVANAC;45.6193925333,2.09923298827
19060;CONDAT SUR GANAVEIX;19140;;CONDAT SUR GANAVEIX;CONDAT SUR GANAVEIX;45.4824773803,1.59889305142
19064;COUFFY SUR SARSONNE;19340;;COUFFY SUR SARSONNE;COUFFY SUR SARSONNE;45.6719053866,2.34459730076
19067;CUREMONTE;19500;;CUREMONTE;CUREMONTE;45.0035299076,1.75465208697
19069;DARAZAC;19220;;DARAZAC;DARAZAC;45.1741698919,2.0813262625
19078;ESTIVAUX;19410;;ESTIVAUX;ESTIVAUX;45.318970397,1.49504198912
19083;FEYT;19340;;FEYT;FEYT;45.6844902907,2.47902463461
19095;LACELLE;19170;;LACELLE;LACELLE;45.6427861496,1.83264328389
19098;LAGARDE MARC LA TOUR;19150;MARC LA TOUR;LAGARDE MARC LA TOUR;LAGARDE MARC LA TOUR;45.1855958017,1.81780911509
19099;LAGLEYGEOLLE;19500;;LAGLEYGEOLLE;LAGLEYGEOLLE;45.084341553,1.69557036344
19101;LAGUENNE SUR AVALOUZE;19150;LAGUENNE;LAGUENNE SUR AVALOUZE;LAGUENNE SUR AVALOUZE;45.2402545634,1.78668276464
19102;LAMAZIERE BASSE;19160;;LAMAZIERE BASSE;LAMAZIERE BASSE;45.3730034504,2.17148208461
19110;LATRONCHE;19160;;LATRONCHE;LATRONCHE;45.3080469107,2.2400154033
19116;LIOURDRES;19120;;LIOURDRES;LIOURDRES;44.9374662553,1.80814651147
19134;MERLINES;19340;;MERLINES;MERLINES;45.6253424705,2.45844193074
19150;NOAILHAC;19500;;NOAILHAC;NOAILHAC;45.0827332005,1.61660799829
19159;PERET BEL AIR;19300;;PERET BEL AIR;PERET BEL AIR;45.4725257232,2.02530353299
19164;PEYRELEVADE;19290;;PEYRELEVADE;PEYRELEVADE;45.7101794638,2.03734286848
19172;RILHAC TREIGNAC;19260;;RILHAC TREIGNAC;RILHAC TREIGNAC;45.5272915329,1.69112353827
19180;ST ANGEL;19200;;ST ANGEL;ST ANGEL;45.4941878032,2.23150721951
19181;ST AUGUSTIN;19390;;ST AUGUSTIN;ST AUGUSTIN;45.4330402984,1.83259259547
19187;ST BONNET LA RIVIERE;19130;;ST BONNET LA RIVIERE;ST BONNET LA RIVIERE;45.2931005483,1.35936979218
19189;ST BONNET LES TOURS DE MERLE;19430;;ST BONNET LES TOURS DE MERLE;ST BONNET LES TOURS DE MERLE;45.0549433234,2.05205394933
19192;ST CHAMANT;19380;;ST CHAMANT;ST CHAMANT;45.1266782862,1.89882074872
19196;ST CYR LA ROCHE;19130;;ST CYR LA ROCHE;ST CYR LA ROCHE;45.2792183518,1.38416762976
19201;ST EXUPERY LES ROCHES;19200;;ST EXUPERY LES ROCHES;ST EXUPERY LES ROCHES;45.5112778828,2.36990833562
19204;ST FREJOUX;19200;;ST FREJOUX;ST FREJOUX;45.5556968719,2.37794414526
19208;ST HILAIRE FOISSAC;19550;;ST HILAIRE FOISSAC;ST HILAIRE FOISSAC;45.3237427477,2.11464630625
19213;ST JAL;19700;;ST JAL;ST JAL;45.3931451216,1.6489461128
19217;ST JULIEN MAUMONT;19500;;ST JULIEN MAUMONT;ST JULIEN MAUMONT;45.034476008,1.70931422691
19225;ST MERD DE LAPLEAU;19320;;ST MERD DE LAPLEAU;ST MERD DE LAPLEAU;45.248513057,2.09602630818
19234;ST PARDOUX L ORTIGIER;19270;;ST PARDOUX L ORTIGIER;ST PARDOUX L ORTIGIER;45.2998663219,1.58155594244
19236;ST PRIEST DE GIMEL;19800;;ST PRIEST DE GIMEL;ST PRIEST DE GIMEL;45.3086188465,1.8936669424
19245;ST SYLVAIN;19380;;ST SYLVAIN;ST SYLVAIN;45.1805974733,1.88835230175
19248;ST YBARD;19140;;ST YBARD;ST YBARD;45.4491159844,1.51880664164
19265;TARNAC;19170;;TARNAC;TARNAC;45.6728907622,1.95565232605
19266;THALAMY;19200;;THALAMY;THALAMY;45.5068066637,2.45854941771
19273;TURENNE;19500;;TURENNE;TURENNE;45.0610532957,1.57106480469
19277;VALIERGUES;19200;;VALIERGUES;VALIERGUES;45.4747797354,2.28180692007
19278;VARETZ;19240;;VARETZ;VARETZ;45.1887606718,1.43403558868
19281;VEIX;19260;;VEIX;VEIX;45.5013644265,1.83804197666
19285;VIGEOIS;19410;;VIGEOIS;VIGEOIS;45.3786371667,1.51888196425
19286;VIGNOLS;19130;;VIGNOLS;VIGNOLS;45.328176854,1.40068283398
21006;AISEY SUR SEINE;21400;;AISEY SUR SEINE;AISEY SUR SEINE;47.7479865538,4.57814842131
21016;ARCEAU;21310;;ARCEAU;ARCEAU;47.3759150158,5.19629196424
21020;ARCONCEY;21320;;ARCONCEY;ARCONCEY;47.2158291471,4.46108652997
21021;ARC SUR TILLE;21560;;ARC SUR TILLE;ARC SUR TILLE;47.3382300377,5.20032142407
21024;ARNAY SOUS VITTEAUX;21350;;ARNAY SOUS VITTEAUX;ARNAY SOUS VITTEAUX;47.4372947607,4.49901520895
21032;AUBIGNY LA RONCE;21340;;AUBIGNY LA RONCE;AUBIGNY LA RONCE;46.9880450918,4.59634588492
21033;AUBIGNY LES SOMBERNON;21540;;AUBIGNY LES SOMBERNON;AUBIGNY LES SOMBERNON;47.3007242662,4.64273787867
21039;AVELANGES;21120;;AVELANGES;AVELANGES;47.5873364734,5.03060719887
21043;BAIGNEUX LES JUIFS;21450;;BAIGNEUX LES JUIFS;BAIGNEUX LES JUIFS;47.6010296046,4.6514540386
21052;BEAULIEU;21510;;BEAULIEU;BEAULIEU;47.7261392413,4.73343312021
21074;BILLEY;21130;;BILLEY;BILLEY;47.1423914967,5.41973357014
21080;BLAISY BAS;21540;;BLAISY BAS;BLAISY BAS;47.3693914963,4.73506402999
21085;BLIGNY LE SEC;21440;;BLIGNY LE SEC;BLIGNY LE SEC;47.4483490502,4.74031700396
21091;BOUHEY;21360;;BOUHEY;BOUHEY;47.2011527973,4.6776500221
21093;BOUIX;21330;;BOUIX;BOUIX;47.8995552729,4.4682965536
21108;BRIANNY;21390;;BRIANNY;BRIANNY;47.4121182222,4.37434558764
21111;BROGNON;21490;;BROGNON;BROGNON;47.4109519413,5.16845513342
21113;BROINDON;21220;;BROINDON;BROINDON;47.1957469906,5.03994792471
21116;BURE LES TEMPLIERS;21290;;BURE LES TEMPLIERS;BURE LES TEMPLIERS;47.7321717407,4.91091716802
21120;LA BUSSIERE SUR OUCHE;21360;;LA BUSSIERE SUR OUCHE;LA BUSSIERE SUR OUCHE;47.2265782926,4.69946543531
21124;CENSEREY;21430;;CENSEREY;CENSEREY;47.1975226763,4.33557297312
21127;CHAIGNAY;21120;;CHAIGNAY;CHAIGNAY;47.4767317204,5.06048874496
21133;CHAMBOLLE MUSIGNY;21220;;CHAMBOLLE MUSIGNY;CHAMBOLLE MUSIGNY;47.1867543205,4.94446710185
21137;CHAMP D OISEAU;21500;;CHAMP D OISEAU;CHAMP D OISEAU;47.5549844256,4.34798073365
21138;CHAMPDOTRE;21130;;CHAMPDOTRE;CHAMPDOTRE;47.1825397994,5.30038457052
21139;CHAMPEAU EN MORVAN;21210;;CHAMPEAU EN MORVAN;CHAMPEAU EN MORVAN;47.2729958688,4.15587880467
21140;CHAMPIGNOLLES;21230;;CHAMPIGNOLLES;CHAMPIGNOLLES;47.0511019463,4.56775348817
21153;CHATELLENOT;21320;;CHATELLENOT;CHATELLENOT;47.237576799,4.48751343081
21159;LA CHAUME;21520;;LA CHAUME;LA CHAUME;47.8814002109,4.8228651027
21160;CHAUME LES BAIGNEUX;21450;;CHAUME LES BAIGNEUX;CHAUME LES BAIGNEUX;47.6324839446,4.57347915813
21168;CHEVANNAY;21540;;CHEVANNAY;CHEVANNAY;47.3905655203,4.65394687054
21173;CHOREY LES BEAUNE;21200;;CHOREY LES BEAUNE;CHOREY LES BEAUNE;47.0494684617,4.86962267371
21176;CIVRY EN MONTAGNE;21320;;CIVRY EN MONTAGNE;CIVRY EN MONTAGNE;47.289478828,4.60603583394
21180;CLERY;21270;;CLERY;CLERY;47.2954771926,5.50214108598
21184;COLOMBIER;21360;;COLOMBIER;COLOMBIER;47.168419932,4.67469855204
21189;CORBERON;21250;;CORBERON;CORBERON;47.0107613074,5.00919232333
21191;CORCELLES LES CITEAUX;21910;;CORCELLES LES CITEAUX;CORCELLES LES CITEAUX;47.1692110216,5.08258953072
21195;CORMOT VAUCHIGNON;21340;VAUCHIGNON;CORMOT VAUCHIGNON;CORMOT VAUCHIGNON;46.9758355763,4.64101278682
21201;COULMIER LE SEC;21400;;COULMIER LE SEC;COULMIER LE SEC;47.7550385883,4.49604694384
21204;COURCELLES LES MONTBARD;21500;;COURCELLES LES MONTBARD;COURCELLES LES MONTBARD;47.5920415206,4.39246271634
21205;COURCELLES LES SEMUR;21140;;COURCELLES LES SEMUR;COURCELLES LES SEMUR;47.4487720046,4.29278256716
21217;CURLEY;21220;;CURLEY;CURLEY;47.2040051178,4.91078289972
21224;DAMPIERRE EN MONTAGNE;21350;;DAMPIERRE EN MONTAGNE;DAMPIERRE EN MONTAGNE;47.438807648,4.55900692915
21225;DAMPIERRE ET FLEE;21310;;DAMPIERRE ET FLEE;DAMPIERRE ET FLEE;47.4802529906,5.35222754258
21226;DARCEY;21150;;DARCEY;DARCEY;47.5468714078,4.56688774894
21230;DIENAY;21120;;DIENAY;DIENAY;47.5223127059,5.05949122065
21231;DIJON;21000;;DIJON;DIJON;47.3229437965,5.03788805877
21232;DOMPIERRE EN MORVAN;21390;;DOMPIERRE EN MORVAN;DOMPIERRE EN MORVAN;47.4004660876,4.23216160368
21240;ECHEVANNES;21120;;ECHEVANNES;ECHEVANNES;47.5470867695,5.1597666211
21243;ECUTIGNY;21360;;ECUTIGNY;ECUTIGNY;47.0841130528,4.6234249566
21251;ESSEY;21320;;ESSEY;ESSEY;47.2063506091,4.52226390582
21261;FAUVERNEY;21110;;FAUVERNEY;FAUVERNEY;47.2625030215,5.15013738098
21263;FENAY;21600;;FENAY;FENAY;47.2451587687,5.0541254561
21264;LE FETE;21230;;LE FETE;LE FETE;47.1799351721,4.50838011186
21266;FLACEY;21490;;FLACEY;FLACEY;47.4343838109,5.13481855634
21272;LE VAL LARREY;21390;BIERRE LES SEMUR;LE VAL LARREY;LE VAL LARREY;47.4407816289,4.33705444779
21273;FLEUREY SUR OUCHE;21410;;FLEUREY SUR OUCHE;FLEUREY SUR OUCHE;47.3003433625,4.86448475268
21274;FOISSY;21230;;FOISSY;FOISSY;47.1251182221,4.55154801206
21278;FONTAINE LES DIJON;21121;;FONTAINE LES DIJON;FONTAINE LES DIJON;47.347590176,5.0247087947
21281;FONTENELLE;21610;;FONTENELLE;FONTENELLE;47.502916038,5.36176306939
21282;FORLEANS;21460;;FORLEANS;FORLEANS;47.4712138957,4.20681713671
21283;FRAIGNOT ET VESVROTTE;21580;;FRAIGNOT ET VESVROTTE;FRAIGNOT ET VESVROTTE;47.6494704786,4.9384456562
21286;FRENOIS;21120;;FRENOIS;FRENOIS;47.5214332358,4.8907289987
21287;FRESNES;21500;;FRESNES;FRESNES;47.6097085896,4.43871548951
21296;GEVROLLES;21520;;GEVROLLES;GEVROLLES;47.9895635621,4.7506884064
21301;GLANON;21250;;GLANON;GLANON;47.0397116967,5.10712051482
21306;GRENANT LES SOMBERNON;21540;;GRENANT LES SOMBERNON;GRENANT LES SOMBERNON;47.2689950151,4.71215611881
21316;HEUILLEY SUR SAONE;21270;;HEUILLEY SUR SAONE;HEUILLEY SUR SAONE;47.3358079869,5.46489125739
21332;LABERGEMENT LES SEURRE;21820;;LABERGEMENT LES SEURRE;LABERGEMENT LES SEURRE;46.9957329015,5.08792946182
21337;LAMARCHE SUR SAONE;21760;;LAMARCHE SUR SAONE;LAMARCHE SUR SAONE;47.272628371,5.3700531105
21346;LEUGLAY;21290;;LEUGLAY;LEUGLAY;47.8137240712,4.81901866828
21353;LONGECOURT EN PLAINE;21110;;LONGECOURT EN PLAINE;LONGECOURT EN PLAINE;47.1979962119,5.14631523953
21364;MAGNY LAMBERT;21450;;MAGNY LAMBERT;MAGNY LAMBERT;47.6788317802,4.58658221612
