Code_commune_INSEE;Nom_commune;Code_postal;Ligne_5;Libellé_d_acheminement;Libell_d_acheminement;coordonnees_gps
73087;COGNIN;73160;;COGNIN;COGNIN;45.5594810193,5.89180815798
73090;LA COMPOTE;73630;;LA COMPOTE;LA COMPOTE;45.6597136497,6.14819976084
73094;CREST VOLAND;73590;;CREST VOLAND;CREST VOLAND;45.7896752359,6.51608069874
73107;ENTREMONT LE VIEUX;73670;;ENTREMONT LE VIEUX;ENTREMONT LE VIEUX;45.4619276502,5.88514501859
73109;EPIERRE;73220;;EPIERRE;EPIERRE;45.4524759546,6.32466741894
73123;LA GIETTAZ;73590;;LA GIETTAZ;LA GIETTAZ;45.8738355415,6.51022116567
73135;LA TOUR EN MAURIENNE;73300;PONTAMAFREY MONTPASCAL;LA TOUR EN MAURIENNE;LA TOUR EN MAURIENNE;45.3048823312,6.38960278843
73142;LANDRY;73210;;LANDRY;LANDRY;45.5639247765,6.76248697474
73150;LA PLAGNE TARENTAISE;73210;MACOT LA PLAGNE;LA PLAGNE TARENTAISE;LA PLAGNE TARENTAISE;45.5224407762,6.69359362189
73159;LES MOLLETTES;73800;;LES MOLLETTES;LES MOLLETTES;45.4665131852,6.05865523761
73161;MONTAGNY;73350;;MONTAGNY;MONTAGNY;45.466297654,6.59859826998
73164;MONTCEL;73100;;MONTCEL;MONTCEL;45.7093447772,5.9904850832
73177;MONTVERNIER;73300;;MONTVERNIER;MONTVERNIER;45.3327756268,6.33500792788
73182;MOUXY;73100;;MOUXY;MOUXY;45.6795438416,5.94799104168
73187;LA LECHERE;73260;PETIT COEUR;LA LECHERE;LA LECHERE;45.5274218608,6.46078348062
73206;PRALOGNAN LA VANOISE;73710;;PRALOGNAN LA VANOISE;PRALOGNAN LA VANOISE;45.3498188353,6.72039060964
73211;QUEIGE;73720;;QUEIGE;QUEIGE;45.7071867017,6.46543980324
73215;VALGELON LA ROCHETTE;73110;ETABLE;VALGELON LA ROCHETTE;VALGELON LA ROCHETTE;45.4592334902,6.11216246274
73215;VALGELON LA ROCHETTE;73110;LA ROCHETTE;VALGELON LA ROCHETTE;VALGELON LA ROCHETTE;45.4592334902,6.11216246274
73218;RUFFIEUX;73310;;RUFFIEUX;RUFFIEUX;45.8514912091,5.84328531384
73227;COURCHEVEL;73120;LA PERRIERE;COURCHEVEL;COURCHEVEL;45.389507146,6.64742719024
73227;COURCHEVEL;73120;ST BON TARENTAISE;COURCHEVEL;COURCHEVEL;45.389507146,6.64742719024
73228;ST CASSIN;73160;;ST CASSIN;ST CASSIN;45.5211376185,5.87930172549
73229;ST CHRISTOPHE;73360;;ST CHRISTOPHE;ST CHRISTOPHE;45.4517904868,5.78599778512
73253;ST MARCEL;73600;;ST MARCEL;ST MARCEL;45.4979534787,6.56606269839
73257;LES BELLEVILLE;73440;LES MENUIRES;LES BELLEVILLE;LES BELLEVILLE;45.334431769,6.51686943075
73258;ST MARTIN DE LA PORTE;73140;;ST MARTIN DE LA PORTE;ST MARTIN DE LA PORTE;45.2637926068,6.45954136522
73263;ST OFFENGE;73100;ST OFFENGE DESSUS;ST OFFENGE;ST OFFENGE;45.7387543881,6.01018266121
73265;ST OURS;73410;;ST OURS;ST OURS;45.7555682291,5.98099167623
73267;ST PANCRACE;73300;;ST PANCRACE;ST PANCRACE;45.2661323144,6.30078779644
73268;ST PAUL SUR ISERE;73730;;ST PAUL SUR ISERE;ST PAUL SUR ISERE;45.5869203358,6.40696654722
73270;ST PIERRE D ALBIGNY;73250;;ST PIERRE D ALBIGNY;ST PIERRE D ALBIGNY;45.5763259398,6.1598571367
73271;ST PIERRE D ALVEY;73170;;ST PIERRE D ALVEY;ST PIERRE D ALVEY;45.6259001138,5.73939754416
73277;STE REINE;73630;;STE REINE;STE REINE;45.6071367127,6.14343350447
73283;ST VITAL;73460;;ST VITAL;ST VITAL;45.6265051509,6.30021225205
73290;VAL CENIS;73500;TERMIGNON;VAL CENIS;VAL CENIS;45.3441528771,6.84789108583
73297;TOURNON;73460;;TOURNON;TOURNON;45.637794827,6.32739261169
73301;TREVIGNIN;73100;;TREVIGNIN;TREVIGNIN;45.7047065922,5.96859856205
73302;LA TRINITE;73110;;LA TRINITE;LA TRINITE;45.5038702551,6.15205404986
73307;VALMEINIER;73450;;VALMEINIER;VALMEINIER;45.152061815,6.50820802644
73323;VILLAROGER;73640;;VILLAROGER;VILLAROGER;45.5575226371,6.86910255537
73328;VIVIERS DU LAC;73420;;VIVIERS DU LAC;VIVIERS DU LAC;45.6502423808,5.89790868543
74006;ALLONZIER LA CAILLE;74350;;ALLONZIER LA CAILLE;ALLONZIER LA CAILLE;46.000527699,6.10482048689
74007;AMANCY;74800;;AMANCY;AMANCY;46.0728257803,6.33057376854
74009;ANDILLY;74350;;ANDILLY;ANDILLY;46.0702115695,6.0710017836
74010;ANNECY;74370;PRINGY;ANNECY;ANNECY;45.8906432566,6.12551773598
74010;ANNECY;74600;SEYNOD;ANNECY;ANNECY;45.8906432566,6.12551773598
74010;ANNECY;74600;VIEUGY;ANNECY;ANNECY;45.8906432566,6.12551773598
74014;ARACHES LA FRASSE;74300;;ARACHES LA FRASSE;ARACHES LA FRASSE;46.0302694516,6.66062068121
74014;ARACHES LA FRASSE;74300;LA FRASSE;ARACHES LA FRASSE;ARACHES LA FRASSE;46.0302694516,6.66062068121
74016;ARCHAMPS;74160;;ARCHAMPS;ARCHAMPS;46.1222282115,6.13971386615
74020;ARMOY;74200;;ARMOY;ARMOY;46.3523619359,6.51159949942
74024;AYSE;74130;;AYSE;AYSE;46.0869924496,6.44601645014
74026;LA BALME DE SILLINGY;74330;;LA BALME DE SILLINGY;LA BALME DE SILLINGY;45.9698450968,6.04498278395
74031;BEAUMONT;74160;;BEAUMONT;BEAUMONT;46.0976635697,6.12074518078
74037;BOEGE;74420;;BOEGE;BOEGE;46.2188768633,6.38530552261
74048;BRENTHONNE;74890;;BRENTHONNE;BRENTHONNE;46.2692786912,6.39437723207
74054;CHAINAZ LES FRASSES;74540;;CHAINAZ LES FRASSES;CHAINAZ LES FRASSES;45.7784395221,5.98960566934
74055;CHALLONGES;74910;;CHALLONGES;CHALLONGES;46.0223204278,5.82687440424
74056;CHAMONIX MONT BLANC;74400;;CHAMONIX MONT BLANC;CHAMONIX MONT BLANC;45.9309819111,6.92360096711
74060;LA CHAPELLE ST MAURICE;74410;;LA CHAPELLE ST MAURICE;LA CHAPELLE ST MAURICE;45.7714927901,6.15405726067
74062;CHARVONNEX;74370;;CHARVONNEX;CHARVONNEX;45.9825276436,6.15767160259
74063;CHATEL;74390;;CHATEL;CHATEL;46.2490325973,6.81712790779
74064;CHATILLON SUR CLUSES;74300;;CHATILLON SUR CLUSES;CHATILLON SUR CLUSES;46.0893520244,6.57817291187
74069;CHENEX;74520;;CHENEX;CHENEX;46.1028404412,5.9906719812
74071;CHESSENAZ;74270;;CHESSENAZ;CHESSENAZ;46.0407218951,5.90635701971
74075;CHILLY;74270;;CHILLY;CHILLY;45.9892543857,5.95663892885
74077;CLARAFOND ARCINE;74270;;CLARAFOND ARCINE;CLARAFOND ARCINE;46.074723886,5.89580535006
74080;LA CLUSAZ;74220;;LA CLUSAZ;LA CLUSAZ;45.9001389505,6.46031714364
74081;CLUSES;74300;;CLUSES;CLUSES;46.0631088613,6.57892080059
74082;COLLONGES SOUS SALEVE;74160;;COLLONGES SOUS SALEVE;COLLONGES SOUS SALEVE;46.1362755824,6.16071125763
74087;CONTAMINE SUR ARVE;74130;;CONTAMINE SUR ARVE;CONTAMINE SUR ARVE;46.1334593706,6.33869457098
74088;COPPONEX;74350;;COPPONEX;COPPONEX;46.0442257211,6.0703860483
74094;CRANVES SALES;74380;;CRANVES SALES;CRANVES SALES;46.1974383697,6.30389958032
74095;CREMPIGNY BONNEGUETE;74150;BONNEGUETE;CREMPIGNY BONNEGUETE;CREMPIGNY BONNEGUETE;45.9467841367,5.90312519314
74097;CUSY;74540;;CUSY;CUSY;45.7584929074,6.0333103006
74112;EPAGNY METZ TESSY;74330;EPAGNY;EPAGNY METZ TESSY;EPAGNY METZ TESSY;45.9440370403,6.08226977374
74112;EPAGNY METZ TESSY;74370;METZ TESSY;EPAGNY METZ TESSY;EPAGNY METZ TESSY;45.9440370403,6.08226977374
74123;FAVERGES SEYTHENEX;74210;FAVERGES;FAVERGES SEYTHENEX;FAVERGES SEYTHENEX;45.749197611,6.2852126691
74140;HABERE POCHE;74420;;HABERE POCHE;HABERE POCHE;46.2555235551,6.47324374853
74144;JONZIER EPAGNY;74520;;JONZIER EPAGNY;JONZIER EPAGNY;46.0765856703,5.98885636261
74154;LUGRIN;74500;;LUGRIN;LUGRIN;46.3933090904,6.67397267401
74155;LULLIN;74470;;LULLIN;LULLIN;46.2792006557,6.51041633979
74159;MAGLAND;74300;FLAINE;MAGLAND;MAGLAND;46.0010482843,6.63346275001
74161;MARCELLAZ ALBANAIS;74150;;MARCELLAZ ALBANAIS;MARCELLAZ ALBANAIS;45.8707666438,5.99966381928
74164;MARIGNIER;74970;;MARIGNIER;MARIGNIER;46.0950289167,6.4944693169
74168;MARLIOZ;74270;;MARLIOZ;MARLIOZ;46.0270380688,6.00829884912
74169;MARNAZ;74460;;MARNAZ;MARNAZ;46.0518903759,6.5224156191
74171;MASSONGY;74140;;MASSONGY;MASSONGY;46.3230559823,6.32549950668
74173;MEGEVE;74120;;MEGEVE;MEGEVE;45.8401573581,6.62348394015
74175;MEILLERIE;74500;;MEILLERIE;MEILLERIE;46.4006869695,6.73172142623
74189;MONT SAXONNEX;74130;;MONT SAXONNEX;MONT SAXONNEX;46.0351333935,6.47990420928
74192;MOYE;74150;;MOYE;MOYE;45.8711582586,5.89506512149
74208;PASSY;74190;MONT BLANC D ASSY;PASSY;PASSY;45.9545838758,6.74056895873
74208;PASSY;74190;SANCELLEMOZ;PASSY;PASSY;45.9545838758,6.74056895873
74218;PUBLIER;74500;AMPHION LES BAINS;PUBLIER;PUBLIER;46.3896985259,6.54164965422
74220;REIGNIER ESERY;74930;;REIGNIER ESERY;REIGNIER ESERY;46.1353479879,6.26126122824
74222;REYVROZ;74200;;REYVROZ;REYVROZ;46.324542262,6.56224816436
74231;ST EUSEBE;74150;;ST EUSEBE;ST EUSEBE;45.9294639513,5.96296409626
74233;ST FELIX;74540;;ST FELIX;ST FELIX;45.8078414616,5.97720329575
74236;ST GERVAIS LES BAINS;74170;;ST GERVAIS LES BAINS;ST GERVAIS LES BAINS;45.8571864862,6.74016257718
74239;ST JEAN DE SIXT;74450;;ST JEAN DE SIXT;ST JEAN DE SIXT;45.9242802891,6.40961538858
74250;ST PIERRE EN FAUCIGNY;74800;;ST PIERRE EN FAUCIGNY;ST PIERRE EN FAUCIGNY;46.063686335,6.37244945345
74253;ST SIXT;74800;;ST SIXT;ST SIXT;46.0419013961,6.32297351763
74256;SALLANCHES;74700;;SALLANCHES;SALLANCHES;45.9468155788,6.60711053078
74260;SAVIGNY;74520;;SAVIGNY;SAVIGNY;46.0694979288,5.95170767195
74275;TALLOIRES MONTMIN;74290;TALLOIRES;TALLOIRES MONTMIN;TALLOIRES MONTMIN;45.8357923857,6.23052089871
74279;THOLLON LES MEMISES;74500;;THOLLON LES MEMISES;THOLLON LES MEMISES;46.3828568354,6.7291180359
74280;THONES;74230;;THONES;THONES;45.8852613668,6.31953220709
74282;FILLIERE;74370;LES OLLIERES;FILLIERE;FILLIERE;45.9923733891,6.28837579239
74284;LA TOUR;74250;;LA TOUR;LA TOUR;46.1336564558,6.43183287509
74285;USINENS;74910;;USINENS;USINENS;46.0141101531,5.85064952145
74290;VALLORCINE;74660;;VALLORCINE;VALLORCINE;46.025877178,6.90055556449
74295;LA VERNAZ;74200;;LA VERNAZ;LA VERNAZ;46.3073602687,6.59539098914
74296;VERS;74160;;VERS;VERS;46.088423154,6.02493398653
74310;VIUZ LA CHIESAZ;74540;;VIUZ LA CHIESAZ;VIUZ LA CHIESAZ;45.8113073621,6.07554631236
74314;VULBENS;74520;;VULBENS;VULBENS;46.1094500847,5.9361888099
75102;PARIS 02;75002;;PARIS;PARIS;48.8679033789,2.34410716666
75103;PARIS 03;75003;;PARIS;PARIS;48.8630541318,2.35936105897
75112;PARIS 12;75012;;PARIS;PARIS;48.8351562307,2.41980703497
75113;PARIS 13;75013;;PARIS;PARIS;48.8287176845,2.36246822852
75115;PARIS 15;75015;;PARIS;PARIS;48.8401554186,2.29355937244
75119;PARIS 19;75019;;PARIS;PARIS;48.886868623,2.38469432787
76006;AMFREVILLE LES CHAMPS;76560;;AMFREVILLE LES CHAMPS;AMFREVILLE LES CHAMPS;49.6985248041,0.826235482496
76012;ANGERVILLE BAILLEUL;76110;;ANGERVILLE BAILLEUL;ANGERVILLE BAILLEUL;49.667866856,0.45434007056
76020;ANNEVILLE AMBOURVILLE;76480;;ANNEVILLE AMBOURVILLE;ANNEVILLE AMBOURVILLE;49.450044528,0.891983658071
76030;AUBERMESNIL BEAUMAIS;76550;;AUBERMESNIL BEAUMAIS;AUBERMESNIL BEAUMAIS;49.847513728,1.12124254365
76032;AUBERVILLE LA MANUEL;76450;;AUBERVILLE LA MANUEL;AUBERVILLE LA MANUEL;49.8291736749,0.584161454904
76034;VAL DE SCIE;76720;AUFFAY;VAL DE SCIE;VAL DE SCIE;49.7124656757,1.11303892505
76036;AUPPEGARD;76730;;AUPPEGARD;AUPPEGARD;49.8306826854,1.03085104326
76041;LES HAUTS DE CAUX;76190;VEAUVILLE LES BAONS;LES HAUTS DE CAUX;LES HAUTS DE CAUX;49.6553610045,0.7278467274
76048;AVESNES EN BRAY;76220;;AVESNES EN BRAY;AVESNES EN BRAY;49.4729560759,1.67584280631
76055;BAONS LE COMTE;76190;;BAONS LE COMTE;BAONS LE COMTE;49.639081738,0.760973949866
76062;BEAUMONT LE HARENG;76850;;BEAUMONT LE HARENG;BEAUMONT LE HARENG;49.6634230992,1.22007480848
76063;BEAUVAL EN CAUX;76890;;BEAUVAL EN CAUX;BEAUVAL EN CAUX;49.7392898442,1.02536395494
76071;BELLENGREVILLE;76630;;BELLENGREVILLE;BELLENGREVILLE;49.9107866159,1.22780682049
76075;BELMESNIL;76590;;BELMESNIL;BELMESNIL;49.7683532311,1.05014790136
76076;BENARVILLE;76110;;BENARVILLE;BENARVILLE;49.6724716321,0.484474262834
76086;BERTRIMONT;76890;;BERTRIMONT;BERTRIMONT;49.6700988872,0.997521273823
76092;BEUZEVILLETTE;76210;;BEUZEVILLETTE;BEUZEVILLETTE;49.5754066385,0.54775977113
76097;BIVILLE LA RIVIERE;76730;;BIVILLE LA RIVIERE;BIVILLE LA RIVIERE;49.775723221,0.920460711671
76121;BOSC EDELINE;76750;;BOSC EDELINE;BOSC EDELINE;49.5743992317,1.42966771181
76124;BOSC HYONS;76220;;BOSC HYONS;BOSC HYONS;49.452101199,1.64984225358
76130;BOUELLES;76270;;BOUELLES;BOUELLES;49.7223152226,1.49218753372
76133;LE BOURG DUN;76740;;LE BOURG DUN;LE BOURG DUN;49.8702714225,0.892619905742
76146;BUCHY;76750;ESTOUTEVILLE ECALLES;BUCHY;BUCHY;49.5894942474,1.35094714044
76151;CAILLEVILLE;76460;;CAILLEVILLE;CAILLEVILLE;49.8364501971,0.736017979248
76152;CAILLY;76690;;CAILLY;CAILLY;49.5861650281,1.22979848856
76164;RIVES EN SEINE;76490;ST WANDRILLE RANCON;RIVES EN SEINE;RIVES EN SEINE;49.5305126235,0.734830682082
76168;LES CENT ACRES;76590;;LES CENT ACRES;LES CENT ACRES;49.7712128212,1.14121021088
76173;LA CHAUSSEE;76590;;LA CHAUSSEE;LA CHAUSSEE;49.818475141,1.11848642712
76176;CLASVILLE;76450;;CLASVILLE;CLASVILLE;49.7932822426,0.620981187192
76178;CLEON;76410;;CLEON;CLEON;49.316254089,1.03978678909
76190;CRASVILLE LA ROCQUEFORT;76740;;CRASVILLE LA ROCQUEFORT;CRASVILLE LA ROCQUEFORT;49.8041521575,0.877451277489
76192;CRIEL SUR MER;76910;;CRIEL SUR MER;CRIEL SUR MER;50.0191932623,1.32368263071
76192;CRIEL SUR MER;76910;MESNIL VAL;CRIEL SUR MER;CRIEL SUR MER;50.0191932623,1.32368263071
76194;CRIQUEBEUF EN CAUX;76111;;CRIQUEBEUF EN CAUX;CRIQUEBEUF EN CAUX;49.7396135117,0.333053861202
76201;CROISY SUR ANDELLE;76780;;CROISY SUR ANDELLE;CROISY SUR ANDELLE;49.4594753468,1.40681724244
76217;DIEPPE;76200;;DIEPPE;DIEPPE;49.9222503951,1.08681168449
76222;DUCLAIR;76480;;DUCLAIR;DUCLAIR;49.4889814343,0.866671652498
76224;ECRAINVILLE;76110;;ECRAINVILLE;ECRAINVILLE;49.646391607,0.313116494786
76238;EPOUVILLE;76133;;EPOUVILLE;EPOUVILLE;49.5632255927,0.23002991813
76241;ERMENOUVILLE;76740;;ERMENOUVILLE;ERMENOUVILLE;49.8040097414,0.783829373731
76247;ESTEVILLE;76690;;ESTEVILLE;ESTEVILLE;49.6091932343,1.21578651465
76253;ETOUTTEVILLE;76190;;ETOUTTEVILLE;ETOUTTEVILLE;49.6720581542,0.783187037988
76258;TERRES DE CAUX;76640;AUZOUVILLE AUBERBOSC;TERRES DE CAUX;TERRES DE CAUX;49.6570851688,0.584829133473
76258;TERRES DE CAUX;76640;BENNETOT;TERRES DE CAUX;TERRES DE CAUX;49.6570851688,0.584829133473
76262;FESQUES;76270;;FESQUES;FESQUES;49.7904664266,1.48841081098
76273;FONTAINE SOUS PREAUX;76160;;FONTAINE SOUS PREAUX;FONTAINE SOUS PREAUX;49.485549107,1.16858781468
76287;FRESQUIENNES;76570;;FRESQUIENNES;FRESQUIENNES;49.5624935908,1.01177567927
76295;GAILLEFONTAINE;76870;;GAILLEFONTAINE;GAILLEFONTAINE;49.6566343122,1.62674922737
76297;GANCOURT ST ETIENNE;76220;;GANCOURT ST ETIENNE;GANCOURT ST ETIENNE;49.5451067998,1.71017890285
76300;GERVILLE;76790;;GERVILLE;GERVILLE;49.697965438,0.328351503279
76305;GONFREVILLE L ORCHER;76700;;GONFREVILLE L ORCHER;GONFREVILLE L ORCHER;49.4860837457,0.221985693724
76311;GOUPILLIERES;76570;;GOUPILLIERES;GOUPILLIERES;49.5835705579,0.983266769608
76319;GRAND COURONNE;76530;;GRAND COURONNE;GRAND COURONNE;49.3483816966,1.00477486737
76320;GRANDCOURT;76660;;GRANDCOURT;GRANDCOURT;49.916822702,1.48528084939
76332;GRUMESNIL;76440;;GRUMESNIL;GRUMESNIL;49.6204750653,1.69327955955
76340;HARCANVILLE;76560;;HARCANVILLE;HARCANVILLE;49.7083689762,0.7685061515
76342;HATTENVILLE;76640;;HATTENVILLE;HATTENVILLE;49.6542985352,0.539027769372
76346;HAUTOT L AUVRAY;76450;;HAUTOT L AUVRAY;HAUTOT L AUVRAY;49.765302786,0.755290722175
76347;HAUTOT LE VATOIS;76190;;HAUTOT LE VATOIS;HAUTOT LE VATOIS;49.6464064549,0.702728853885
76349;HAUTOT SUR MER;76550;LE PETIT APPEVILLE;HAUTOT SUR MER;HAUTOT SUR MER;49.902417401,1.04064541491
76352;LA HAYE;76780;;LA HAYE;LA HAYE;49.461049199,1.44697821711
76357;HERMEVILLE;76280;;HERMEVILLE;HERMEVILLE;49.5971803275,0.259748976024
76361;HEUQUEVILLE;76280;;HEUQUEVILLE;HEUQUEVILLE;49.6176869296,0.152224099853
76366;LE HOULME;76770;;LE HOULME;LE HOULME;49.5109862944,1.03670151831
76369;LA HOUSSAYE BERANGER;76690;;LA HOUSSAYE BERANGER;LA HOUSSAYE BERANGER;49.629530026,1.08374590785
76370;HUGLEVILLE EN CAUX;76570;;HUGLEVILLE EN CAUX;HUGLEVILLE EN CAUX;49.6236633392,0.990120224832
76371;LES IFS;76630;;LES IFS;LES IFS;49.8886770741,1.3968082009
76374;INCHEVILLE;76117;;INCHEVILLE;INCHEVILLE;50.0051595609,1.49981533136
76375;INGOUVILLE;76460;;INGOUVILLE;INGOUVILLE;49.8445024233,0.681514584492
76377;ISNEAUVILLE;76230;;ISNEAUVILLE;ISNEAUVILLE;49.5022552878,1.14531230443
76392;LONDINIERES;76660;;LONDINIERES;LONDINIERES;49.8411738829,1.39635078372
76398;LOUVETOT;76490;;LOUVETOT;LOUVETOT;49.5727111011,0.72336777386
76401;ARELAUNE EN SEINE;76940;LA MAILLERAYE SUR SEINE;ARELAUNE EN SEINE;ARELAUNE EN SEINE;49.4463462348,0.753460847099
76405;MANEHOUVILLE;76590;;MANEHOUVILLE;MANEHOUVILLE;49.832169289,1.06742872639
76407;MANNEVILLE ES PLAINS;76460;;MANNEVILLE ES PLAINS;MANNEVILLE ES PLAINS;49.8582585545,0.751682408073
76411;MARQUES;76390;;MARQUES;MARQUES;49.7798349093,1.68296751108
76417;MAUCOMBLE;76680;;MAUCOMBLE;MAUCOMBLE;49.6874845722,1.3335829013
76423;MENERVAL;76220;;MENERVAL;MENERVAL;49.5596263854,1.64743128876
76425;MENTHEVILLE;76110;;MENTHEVILLE;MENTHEVILLE;49.6915078139,0.40951682007
76429;LE MESNIL ESNARD;76240;;LE MESNIL ESNARD;LE MESNIL ESNARD;49.4135236522,1.14513058262
76431;LE MESNIL LIEUBRAY;76780;;LE MESNIL LIEUBRAY;LE MESNIL LIEUBRAY;49.5155150214,1.50750794414
76433;MESNIL PANNEVILLE;76570;;MESNIL PANNEVILLE;MESNIL PANNEVILLE;49.5885832407,0.882653568735
76437;MEULERS;76510;;MEULERS;MEULERS;49.8412109019,1.22180412827
76440;MOLAGNIES;76220;;MOLAGNIES;MOLAGNIES;49.522352135,1.72459213347
76447;MONTIVILLIERS;76290;;MONTIVILLIERS;MONTIVILLIERS;49.5442665298,0.190325264974
76448;MONTMAIN;76520;;MONTMAIN;MONTMAIN;49.4093538356,1.24612086223
76449;MONTREUIL EN CAUX;76850;;MONTREUIL EN CAUX;MONTREUIL EN CAUX;49.6862090326,1.15552636526
76452;MONTVILLE;76710;;MONTVILLE;MONTVILLE;49.5460164645,1.0819460987
76467;NEVILLE;76460;;NEVILLE;NEVILLE;49.8235682474,0.71056171755
76469;NOLLEVAL;76780;;NOLLEVAL;NOLLEVAL;49.4939955432,1.48168594393
76475;FRANQUEVILLE ST PIERRE;76520;;FRANQUEVILLE ST PIERRE;FRANQUEVILLE ST PIERRE;49.4038906151,1.18265367249
76476;PORT JEROME SUR SEINE;76170;AUBERVILLE LA CAMPAGNE;PORT JEROME SUR SEINE;PORT JEROME SUR SEINE;49.4895859593,0.572888177014
76478;NOTRE DAME DU PARC;76590;;NOTRE DAME DU PARC;NOTRE DAME DU PARC;49.7497846013,1.12889565067
76482;OFFRANVILLE;76550;;OFFRANVILLE;OFFRANVILLE;49.8711707003,1.03537309213
76483;OHERVILLE;76560;;OHERVILLE;OHERVILLE;49.7271197121,0.689847919572
76484;OISSEL;76350;;OISSEL;OISSEL;49.3477840873,1.07400763141
76490;OURVILLE EN CAUX;76450;;OURVILLE EN CAUX;OURVILLE EN CAUX;49.7327387861,0.598993581488
76506;POMMEREVAL;76680;;POMMEREVAL;POMMEREVAL;49.7348985636,1.30505361857
76511;PREUSEVILLE;76660;;PREUSEVILLE;PREUSEVILLE;49.8804684402,1.5053136067
76515;QUIBERVILLE;76860;;QUIBERVILLE;QUIBERVILLE;49.8974337377,0.919878729271
76520;REALCAMP;76340;;REALCAMP;REALCAMP;49.8604223248,1.62066205643
76528;RIEUX;76340;;RIEUX;RIEUX;49.9238830095,1.58206484475
76533;ROGERVILLE;76700;;ROGERVILLE;ROGERVILLE;49.4857634739,0.25945469871
76542;ROUTES;76560;;ROUTES;ROUTES;49.7300250553,0.747871983525
76545;ROUXMESNIL BOUTEILLES;76370;;ROUXMESNIL BOUTEILLES;ROUXMESNIL BOUTEILLES;49.8998914455,1.09967062889
76549;SAANE ST JUST;76730;;SAANE ST JUST;SAANE ST JUST;49.7568971698,0.923549334119
76556;ST ANTOINE LA FORET;76170;;ST ANTOINE LA FORET;ST ANTOINE LA FORET;49.5385601912,0.480932207517
76564;ST AUBIN SUR MER;76740;;ST AUBIN SUR MER;ST AUBIN SUR MER;49.8888204893,0.875914099002
76574;ST DENIS SUR SCIE;76890;;ST DENIS SUR SCIE;ST DENIS SUR SCIE;49.7031340848,1.08565728763
76580;ST GEORGES SUR FONTAINE;76690;;ST GEORGES SUR FONTAINE;ST GEORGES SUR FONTAINE;49.5471041519,1.17538219534
76582;ST GERMAIN D ETABLES;76590;;ST GERMAIN D ETABLES;ST GERMAIN D ETABLES;49.8372754134,1.18137897384
76585;ST GILLES DE CRETOT;76490;;ST GILLES DE CRETOT;ST GILLES DE CRETOT;49.5581716513,0.652697455698
76589;ST HONORE;76590;;ST HONORE;ST HONORE;49.7837336028,1.15649576765
76591;ST JACQUES SUR DARNETAL;76160;;ST JACQUES SUR DARNETAL;ST JACQUES SUR DARNETAL;49.4457877857,1.20822620847
76595;ST JOUIN BRUNEVAL;76280;;ST JOUIN BRUNEVAL;ST JOUIN BRUNEVAL;49.6388529108,0.17807226777
76596;ST LAURENT DE BREVEDENT;76700;;ST LAURENT DE BREVEDENT;ST LAURENT DE BREVEDENT;49.5325966653,0.269281714398
76598;ST LEGER AUX BOIS;76340;;ST LEGER AUX BOIS;ST LEGER AUX BOIS;49.8298026254,1.61197494699
76600;ST LEONARD;76400;;ST LEONARD;ST LEONARD;49.7321818322,0.341907614977
76612;ST MARTIN AU BOSC;76340;;ST MARTIN AU BOSC;ST MARTIN AU BOSC;49.8316316628,1.66866654191
76615;ST MARTIN DU BEC;76133;;ST MARTIN DU BEC;ST MARTIN DU BEC;49.6006687122,0.202278495789
76618;PETIT CAUX;76370;BELLEVILLE SUR MER;PETIT CAUX;PETIT CAUX;49.9614365259,1.21910748031
76618;PETIT CAUX;76370;ST MARTIN EN CAMPAGNE;PETIT CAUX;PETIT CAUX;49.9614365259,1.21910748031
76618;PETIT CAUX;76630;ASSIGNY;PETIT CAUX;PETIT CAUX;49.9614365259,1.21910748031
76618;PETIT CAUX;76630;GLICOURT;PETIT CAUX;PETIT CAUX;49.9614365259,1.21910748031
76618;PETIT CAUX;76630;GRENY;PETIT CAUX;PETIT CAUX;49.9614365259,1.21910748031
76618;PETIT CAUX;76630;GUILMECOURT;PETIT CAUX;PETIT CAUX;49.9614365259,1.21910748031
76619;ST MARTIN LE GAILLARD;76260;;ST MARTIN LE GAILLARD;ST MARTIN LE GAILLARD;49.9747722356,1.36740451033
76623;ST MICHEL D HALESCOURT;76440;;ST MICHEL D HALESCOURT;ST MICHEL D HALESCOURT;49.6092134017,1.65667640584
76624;ST NICOLAS D ALIERMONT;76510;;ST NICOLAS D ALIERMONT;ST NICOLAS D ALIERMONT;49.874204912,1.23753225509
76626;ST NICOLAS DE LA HAIE;76490;;ST NICOLAS DE LA HAIE;ST NICOLAS DE LA HAIE;49.5601616388,0.617932004482
76628;ST OUEN DU BREUIL;76890;;ST OUEN DU BREUIL;ST OUEN DU BREUIL;49.6321260535,1.02390924063
76630;ST OUEN SOUS BAILLY;76630;;ST OUEN SOUS BAILLY;ST OUEN SOUS BAILLY;49.9029517365,1.30095112624
76649;ST SAIRE;76270;;ST SAIRE;ST SAIRE;49.6816711457,1.48096971774
76653;ST VAAST DIEPPEDALLE;76450;;ST VAAST DIEPPEDALLE;ST VAAST DIEPPEDALLE;49.7575768119,0.722349348427
76663;SASSETOT LE MAUCONDUIT;76540;;SASSETOT LE MAUCONDUIT;SASSETOT LE MAUCONDUIT;49.7993640965,0.528771172239
76667;SAUQUEVILLE;76550;;SAUQUEVILLE;SAUQUEVILLE;49.8482791922,1.05950261168
